,Año,Trimestre,Provincia,Tipo_Acceso,Accesos,Fecha
1612,2017,3,Chubut,Dial_Up,2.477,2017-07-01
1613,2017,3,Córdoba,Dial_Up,108.0,2017-07-01
1614,2017,3,Corrientes,Dial_Up,12.0,2017-07-01
1615,2017,3,Entre Ríos,Dial_Up,50.0,2017-07-01
1616,2017,3,Formosa,Dial_Up,0.0,2017-07-01
1617,2017,3,Jujuy,Dial_Up,1.0,2017-07-01
1618,2017,3,La Pampa,Dial_Up,410.0,2017-07-01
1619,2017,3,La Rioja,Dial_Up,17.0,2017-07-01
1620,2017,3,Mendoza,Dial_Up,1.533,2017-07-01
1621,2017,3,Misiones,Dial_Up,0.0,2017-07-01
1622,2017,3,Neuquén,Dial_Up,2.029,2017-07-01
1623,2017,3,Río Negro,Dial_Up,1.103,2017-07-01
1624,2017,3,Salta,Dial_Up,1.0,2017-07-01
1625,2017,3,San Juan,Dial_Up,660.0,2017-07-01
1626,2017,3,San Luis,Dial_Up,311.0,2017-07-01
1627,2017,3,Santa Cruz,Dial_Up,468.0,2017-07-01
1628,2017,3,Santa Fe,Dial_Up,256.0,2017-07-01
1629,2017,3,Santiago Del Estero,Dial_Up,2.0,2017-07-01
1630,2017,3,Tierra Del Fuego,Dial_Up,583.0,2017-07-01
1631,2017,3,Tucumán,Dial_Up,33.0,2017-07-01
1632,2017,2,Buenos Aires,Dial_Up,11.201,2017-04-01
1633,2017,2,Capital Federal,Dial_Up,8.016,2017-04-01
1634,2017,2,Catamarca,Dial_Up,13.0,2017-04-01
1635,2017,2,Chaco,Dial_Up,14.0,2017-04-01
1636,2017,2,Chubut,Dial_Up,1.73,2017-04-01
1637,2017,2,Córdoba,Dial_Up,133.0,2017-04-01
1638,2017,2,Corrientes,Dial_Up,12.0,2017-04-01
1639,2017,2,Entre Ríos,Dial_Up,57.0,2017-04-01
1640,2017,2,Formosa,Dial_Up,0.0,2017-04-01
1641,2017,2,Jujuy,Dial_Up,1.0,2017-04-01
1642,2017,2,La Pampa,Dial_Up,449.0,2017-04-01
1643,2017,2,La Rioja,Dial_Up,18.0,2017-04-01
1644,2017,2,Mendoza,Dial_Up,1.451,2017-04-01
1645,2017,2,Misiones,Dial_Up,0.0,2017-04-01
1646,2017,2,Neuquén,Dial_Up,2.112,2017-04-01
1648,2017,2,Salta,Dial_Up,1.0,2017-04-01
1649,2017,2,San Juan,Dial_Up,620.0,2017-04-01
1650,2017,2,San Luis,Dial_Up,315.0,2017-04-01
1651,2017,2,Santa Cruz,Dial_Up,369.0,2017-04-01
1652,2017,2,Santa Fe,Dial_Up,362.0,2017-04-01
1653,2017,2,Santiago Del Estero,Dial_Up,2.0,2017-04-01
1654,2017,2,Tierra Del Fuego,Dial_Up,619.0,2017-04-01
1655,2017,2,Tucumán,Dial_Up,37.0,2017-04-01
1656,2017,1,Buenos Aires,Dial_Up,11.202,2017-01-01
1657,2017,1,Capital Federal,Dial_Up,8.016,2017-01-01
1658,2017,1,Catamarca,Dial_Up,13.0,2017-01-01
1659,2017,1,Chaco,Dial_Up,14.0,2017-01-01
1660,2017,1,Chubut,Dial_Up,1.73,2017-01-01
1661,2017,1,Córdoba,Dial_Up,133.0,2017-01-01
1662,2017,1,Corrientes,Dial_Up,12.0,2017-01-01
1663,2017,1,Entre Ríos,Dial_Up,57.0,2017-01-01
1664,2017,1,Formosa,Dial_Up,0.0,2017-01-01
1665,2017,1,Jujuy,Dial_Up,1.0,2017-01-01
1666,2017,1,La Pampa,Dial_Up,455.0,2017-01-01
1667,2017,1,La Rioja,Dial_Up,18.0,2017-01-01
1668,2017,1,Mendoza,Dial_Up,1.451,2017-01-01
1669,2017,1,Misiones,Dial_Up,0.0,2017-01-01
1670,2017,1,Neuquén,Dial_Up,2.112,2017-01-01
1671,2017,1,Río Negro,Dial_Up,1.0,2017-01-01
1672,2017,1,Salta,Dial_Up,1.0,2017-01-01
1673,2017,1,San Juan,Dial_Up,620.0,2017-01-01
1674,2017,1,San Luis,Dial_Up,315.0,2017-01-01
1675,2017,1,Santa Cruz,Dial_Up,370.0,2017-01-01
1676,2017,1,Santa Fe,Dial_Up,362.0,2017-01-01
1677,2017,1,Santiago Del Estero,Dial_Up,2.0,2017-01-01
1678,2017,1,Tierra Del Fuego,Dial_Up,619.0,2017-01-01
1679,2017,1,Tucumán,Dial_Up,37.0,2017-01-01
1680,2016,4,Buenos Aires,Dial_Up,11.202,2016-10-01
1681,2016,4,Capital Federal,Dial_Up,8.016,2016-10-01
1682,2016,4,Catamarca,Dial_Up,13.0,2016-10-01
1683,2016,4,Chaco,Dial_Up,14.0,2016-10-01
1684,2016,4,Chubut,Dial_Up,1.73,2016-10-01
1685,2016,4,Córdoba,Dial_Up,133.0,2016-10-01
1686,2016,4,Corrientes,Dial_Up,12.0,2016-10-01
1687,2016,4,Entre Ríos,Dial_Up,57.0,2016-10-01
1688,2016,4,Formosa,Dial_Up,0.0,2016-10-01
1689,2016,4,Jujuy,Dial_Up,1.0,2016-10-01
1690,2016,4,La Pampa,Dial_Up,460.0,2016-10-01
1691,2016,4,La Rioja,Dial_Up,18.0,2016-10-01
1692,2016,4,Mendoza,Dial_Up,1.451,2016-10-01
1693,2016,4,Misiones,Dial_Up,0.0,2016-10-01
1694,2016,4,Neuquén,Dial_Up,2.112,2016-10-01
1695,2016,4,Río Negro,Dial_Up,1.0,2016-10-01
1696,2016,4,Salta,Dial_Up,1.0,2016-10-01
1697,2016,4,San Juan,Dial_Up,620.0,2016-10-01
1698,2016,4,San Luis,Dial_Up,315.0,2016-10-01
1699,2016,4,Santa Cruz,Dial_Up,370.0,2016-10-01
1700,2016,4,Santa Fe,Dial_Up,362.0,2016-10-01
1701,2016,4,Santiago Del Estero,Dial_Up,2.0,2016-10-01
1702,2016,4,Tierra Del Fuego,Dial_Up,619.0,2016-10-01
1703,2016,4,Tucumán,Dial_Up,37.0,2016-10-01
1704,2016,3,Buenos Aires,Dial_Up,11.205,2016-07-01
1705,2016,3,Capital Federal,Dial_Up,8.051,2016-07-01
1706,2016,3,Catamarca,Dial_Up,13.0,2016-07-01
1707,2016,3,Chaco,Dial_Up,14.0,2016-07-01
1708,2016,3,Chubut,Dial_Up,1.73,2016-07-01
1709,2016,3,Córdoba,Dial_Up,133.0,2016-07-01
1710,2016,3,Corrientes,Dial_Up,12.0,2016-07-01
1711,2016,3,Entre Ríos,Dial_Up,57.0,2016-07-01
1712,2016,3,Formosa,Dial_Up,0.0,2016-07-01
1713,2016,3,Jujuy,Dial_Up,1.0,2016-07-01
1714,2016,3,La Pampa,Dial_Up,461.0,2016-07-01
1715,2016,3,La Rioja,Dial_Up,18.0,2016-07-01
1716,2016,3,Mendoza,Dial_Up,1.45,2016-07-01
1717,2016,3,Misiones,Dial_Up,0.0,2016-07-01
1718,2016,3,Neuquén,Dial_Up,2.112,2016-07-01
1719,2016,3,Río Negro,Dial_Up,1.002,2016-07-01
1720,2016,3,Salta,Dial_Up,1.0,2016-07-01
1721,2016,3,San Juan,Dial_Up,620.0,2016-07-01
1722,2016,3,San Luis,Dial_Up,315.0,2016-07-01
1723,2016,3,Santa Cruz,Dial_Up,371.0,2016-07-01
1724,2016,3,Santa Fe,Dial_Up,386.0,2016-07-01
1725,2016,3,Santiago Del Estero,Dial_Up,2.0,2016-07-01
1726,2016,3,Tierra Del Fuego,Dial_Up,619.0,2016-07-01
1727,2016,3,Tucumán,Dial_Up,37.0,2016-07-01
1728,2016,2,Buenos Aires,Dial_Up,12.515,2016-04-01
1729,2016,2,Capital Federal,Dial_Up,9.76,2016-04-01
1730,2016,2,Catamarca,Dial_Up,13.0,2016-04-01
1731,2016,2,Chaco,Dial_Up,16.0,2016-04-01
1732,2016,2,Chubut,Dial_Up,1.74,2016-04-01
1733,2016,2,Córdoba,Dial_Up,234.0,2016-04-01
1734,2016,2,Corrientes,Dial_Up,24.0,2016-04-01
1735,2016,2,Entre Ríos,Dial_Up,179.0,2016-04-01
1736,2016,2,Formosa,Dial_Up,1.0,2016-04-01
1737,2016,2,Jujuy,Dial_Up,2.0,2016-04-01
1738,2016,2,La Pampa,Dial_Up,485.0,2016-04-01
1739,2016,2,La Rioja,Dial_Up,18.0,2016-04-01
1740,2016,2,Mendoza,Dial_Up,1.55,2016-04-01
1741,2016,2,Misiones,Dial_Up,7.0,2016-04-01
1742,2016,2,Neuquén,Dial_Up,2.291,2016-04-01
1743,2016,2,Río Negro,Dial_Up,1.073,2016-04-01
1744,2016,2,Salta,Dial_Up,3.0,2016-04-01
1745,2016,2,San Juan,Dial_Up,621.0,2016-04-01
1746,2016,2,San Luis,Dial_Up,317.0,2016-04-01
1747,2016,2,Santa Cruz,Dial_Up,356.0,2016-04-01
1748,2016,2,Santa Fe,Dial_Up,607.0,2016-04-01
1749,2016,2,Santiago Del Estero,Dial_Up,3.0,2016-04-01
1750,2016,2,Tierra Del Fuego,Dial_Up,619.0,2016-04-01
1751,2016,2,Tucumán,Dial_Up,41.0,2016-04-01
1752,2016,1,Buenos Aires,Dial_Up,12.612,2016-01-01
1753,2016,1,Capital Federal,Dial_Up,9.817,2016-01-01
1754,2016,1,Catamarca,Dial_Up,13.0,2016-01-01
1755,2016,1,Chaco,Dial_Up,16.0,2016-01-01
1756,2016,1,Chubut,Dial_Up,1.74,2016-01-01
1757,2016,1,Córdoba,Dial_Up,234.0,2016-01-01
1758,2016,1,Corrientes,Dial_Up,26.0,2016-01-01
1759,2016,1,Entre Ríos,Dial_Up,179.0,2016-01-01
1760,2016,1,Formosa,Dial_Up,1.0,2016-01-01
1761,2016,1,Jujuy,Dial_Up,2.0,2016-01-01
1762,2016,1,La Pampa,Dial_Up,487.0,2016-01-01
1763,2016,1,La Rioja,Dial_Up,18.0,2016-01-01
1764,2016,1,Mendoza,Dial_Up,1.553,2016-01-01
1765,2016,1,Misiones,Dial_Up,7.0,2016-01-01
1766,2016,1,Neuquén,Dial_Up,2.292,2016-01-01
1767,2016,1,Río Negro,Dial_Up,1.077,2016-01-01
1768,2016,1,Salta,Dial_Up,3.0,2016-01-01
1769,2016,1,San Juan,Dial_Up,621.0,2016-01-01
1770,2016,1,San Luis,Dial_Up,317.0,2016-01-01
1771,2016,1,Santa Cruz,Dial_Up,356.0,2016-01-01
1772,2016,1,Santa Fe,Dial_Up,618.0,2016-01-01
1773,2016,1,Santiago Del Estero,Dial_Up,3.0,2016-01-01
1774,2016,1,Tierra Del Fuego,Dial_Up,619.0,2016-01-01
1775,2016,1,Tucumán,Dial_Up,41.0,2016-01-01
1776,2015,4,Buenos Aires,Dial_Up,12.642,2015-10-01
1777,2015,4,Capital Federal,Dial_Up,9.845,2015-10-01
1778,2015,4,Catamarca,Dial_Up,13.0,2015-10-01
1779,2015,4,Chaco,Dial_Up,16.0,2015-10-01
1780,2015,4,Chubut,Dial_Up,1.74,2015-10-01
1781,2015,4,Córdoba,Dial_Up,235.0,2015-10-01
1782,2015,4,Corrientes,Dial_Up,26.0,2015-10-01
1783,2015,4,Entre Ríos,Dial_Up,180.0,2015-10-01
1784,2015,4,Formosa,Dial_Up,1.0,2015-10-01
1785,2015,4,Jujuy,Dial_Up,2.0,2015-10-01
1786,2015,4,La Pampa,Dial_Up,312.0,2015-10-01
1787,2015,4,La Rioja,Dial_Up,18.0,2015-10-01
1788,2015,4,Mendoza,Dial_Up,1.556,2015-10-01
1789,2015,4,Misiones,Dial_Up,7.0,2015-10-01
1790,2015,4,Neuquén,Dial_Up,2.294,2015-10-01
1791,2015,4,Río Negro,Dial_Up,1.067,2015-10-01
1792,2015,4,Salta,Dial_Up,3.0,2015-10-01
1793,2015,4,San Juan,Dial_Up,621.0,2015-10-01
1794,2015,4,San Luis,Dial_Up,317.0,2015-10-01
1795,2015,4,Santa Cruz,Dial_Up,356.0,2015-10-01
1796,2015,4,Santa Fe,Dial_Up,627.0,2015-10-01
1797,2015,4,Santiago Del Estero,Dial_Up,3.0,2015-10-01
1798,2015,4,Tierra Del Fuego,Dial_Up,619.0,2015-10-01
1799,2015,4,Tucumán,Dial_Up,42.0,2015-10-01
1800,2015,3,Buenos Aires,Dial_Up,12.695,2015-07-01
1801,2015,3,Capital Federal,Dial_Up,9.875,2015-07-01
1802,2015,3,Catamarca,Dial_Up,13.0,2015-07-01
1803,2015,3,Chaco,Dial_Up,16.0,2015-07-01
1804,2015,3,Chubut,Dial_Up,1.74,2015-07-01
1805,2015,3,Córdoba,Dial_Up,237.0,2015-07-01
1806,2015,3,Corrientes,Dial_Up,28.0,2015-07-01
1807,2015,3,Entre Ríos,Dial_Up,182.0,2015-07-01
1808,2015,3,Formosa,Dial_Up,1.0,2015-07-01
1809,2015,3,Jujuy,Dial_Up,2.0,2015-07-01
1810,2015,3,La Pampa,Dial_Up,495.0,2015-07-01
1811,2015,3,La Rioja,Dial_Up,18.0,2015-07-01
1812,2015,3,Mendoza,Dial_Up,1.562,2015-07-01
1813,2015,3,Misiones,Dial_Up,7.0,2015-07-01
1814,2015,3,Neuquén,Dial_Up,2.24,2015-07-01
1815,2015,3,Río Negro,Dial_Up,1.085,2015-07-01
1816,2015,3,Salta,Dial_Up,3.0,2015-07-01
1817,2015,3,San Juan,Dial_Up,621.0,2015-07-01
1818,2015,3,San Luis,Dial_Up,317.0,2015-07-01
1819,2015,3,Santa Cruz,Dial_Up,359.0,2015-07-01
1820,2015,3,Santa Fe,Dial_Up,641.0,2015-07-01
1821,2015,3,Santiago Del Estero,Dial_Up,3.0,2015-07-01
1822,2015,3,Tierra Del Fuego,Dial_Up,619.0,2015-07-01
1823,2015,3,Tucumán,Dial_Up,42.0,2015-07-01
1824,2015,2,Buenos Aires,Dial_Up,12.711,2015-04-01
1825,2015,2,Capital Federal,Dial_Up,9.893,2015-04-01
1826,2015,2,Catamarca,Dial_Up,13.0,2015-04-01
1827,2015,2,Chaco,Dial_Up,16.0,2015-04-01
1828,2015,2,Chubut,Dial_Up,1.74,2015-04-01
1829,2015,2,Córdoba,Dial_Up,236.0,2015-04-01
1830,2015,2,Corrientes,Dial_Up,28.0,2015-04-01
1831,2015,2,Entre Ríos,Dial_Up,183.0,2015-04-01
1832,2015,2,Formosa,Dial_Up,37.0,2015-04-01
1833,2015,2,Jujuy,Dial_Up,2.0,2015-04-01
1834,2015,2,La Pampa,Dial_Up,500.0,2015-04-01
1835,2015,2,La Rioja,Dial_Up,18.0,2015-04-01
1836,2015,2,Mendoza,Dial_Up,1.564,2015-04-01
1837,2015,2,Misiones,Dial_Up,7.0,2015-04-01
1838,2015,2,Neuquén,Dial_Up,2.241,2015-04-01
1839,2015,2,Río Negro,Dial_Up,1.087,2015-04-01
1840,2015,2,Salta,Dial_Up,3.0,2015-04-01
1841,2015,2,San Juan,Dial_Up,621.0,2015-04-01
1842,2015,2,San Luis,Dial_Up,317.0,2015-04-01
1843,2015,2,Santa Cruz,Dial_Up,379.0,2015-04-01
1844,2015,2,Santa Fe,Dial_Up,649.0,2015-04-01
1845,2015,2,Santiago Del Estero,Dial_Up,3.0,2015-04-01
1846,2015,2,Tierra Del Fuego,Dial_Up,619.0,2015-04-01
1847,2015,2,Tucumán,Dial_Up,42.0,2015-04-01
1848,2015,1,Buenos Aires,Dial_Up,14.766,2015-01-01
1849,2015,1,Capital Federal,Dial_Up,11.582,2015-01-01
1850,2015,1,Catamarca,Dial_Up,20.0,2015-01-01
1851,2015,1,Chaco,Dial_Up,31.0,2015-01-01
1852,2015,1,Chubut,Dial_Up,1.946,2015-01-01
1853,2015,1,Córdoba,Dial_Up,294.0,2015-01-01
1854,2015,1,Corrientes,Dial_Up,43.0,2015-01-01
1855,2015,1,Entre Ríos,Dial_Up,231.0,2015-01-01
1856,2015,1,Formosa,Dial_Up,43.0,2015-01-01
1857,2015,1,Jujuy,Dial_Up,3.0,2015-01-01
1858,2015,1,La Pampa,Dial_Up,542.0,2015-01-01
1859,2015,1,La Rioja,Dial_Up,23.0,2015-01-01
1860,2015,1,Mendoza,Dial_Up,1.805,2015-01-01
1861,2015,1,Misiones,Dial_Up,7.0,2015-01-01
1862,2015,1,Neuquén,Dial_Up,2.369,2015-01-01
1863,2015,1,Río Negro,Dial_Up,1.188,2015-01-01
1864,2015,1,Salta,Dial_Up,18.0,2015-01-01
1865,2015,1,San Juan,Dial_Up,702.0,2015-01-01
1866,2015,1,San Luis,Dial_Up,354.0,2015-01-01
1867,2015,1,Santa Cruz,Dial_Up,424.0,2015-01-01
1869,2015,1,Santiago Del Estero,Dial_Up,8.0,2015-01-01
1870,2015,1,Tierra Del Fuego,Dial_Up,730.0,2015-01-01
1871,2015,1,Tucumán,Dial_Up,92.0,2015-01-01
1872,2014,4,Buenos Aires,Dial_Up,15.229,2014-10-01
1873,2014,4,Capital Federal,Dial_Up,11.994,2014-10-01
1874,2014,4,Catamarca,Dial_Up,21.0,2014-10-01
1875,2014,4,Chaco,Dial_Up,37.0,2014-10-01
1876,2014,4,Chubut,Dial_Up,1.985,2014-10-01
1877,2014,4,Córdoba,Dial_Up,319.0,2014-10-01
1878,2014,4,Corrientes,Dial_Up,54.0,2014-10-01
1879,2014,4,Entre Ríos,Dial_Up,246.0,2014-10-01
1880,2014,4,Formosa,Dial_Up,51.0,2014-10-01
1881,2014,4,Jujuy,Dial_Up,3.0,2014-10-01
1882,2014,4,La Pampa,Dial_Up,567.0,2014-10-01
1883,2014,4,La Rioja,Dial_Up,23.0,2014-10-01
1884,2014,4,Mendoza,Dial_Up,1.848,2014-10-01
1885,2014,4,Misiones,Dial_Up,7.0,2014-10-01
1886,2014,4,Neuquén,Dial_Up,2.397,2014-10-01
1887,2014,4,Río Negro,Dial_Up,1.21,2014-10-01
1888,2014,4,Salta,Dial_Up,26.0,2014-10-01
1889,2014,4,San Juan,Dial_Up,729.0,2014-10-01
1890,2014,4,San Luis,Dial_Up,359.0,2014-10-01
1891,2014,4,Santa Cruz,Dial_Up,436.0,2014-10-01
1893,2014,4,Santiago Del Estero,Dial_Up,9.0,2014-10-01
1894,2014,4,Tierra Del Fuego,Dial_Up,741.0,2014-10-01
1895,2014,4,Tucumán,Dial_Up,95.0,2014-10-01
1896,2014,3,Buenos Aires,Dial_Up,14.028,2014-07-01
1897,2014,3,Capital Federal,Dial_Up,10.63,2014-07-01
1898,2014,3,Catamarca,Dial_Up,21.0,2014-07-01
1899,2014,3,Chaco,Dial_Up,36.0,2014-07-01
1900,2014,3,Chubut,Dial_Up,2.007,2014-07-01
1901,2014,3,Córdoba,Dial_Up,200.0,2014-07-01
1902,2014,3,Corrientes,Dial_Up,33.0,2014-07-01
1903,2014,3,Entre Ríos,Dial_Up,115.0,2014-07-01
1904,2014,3,Formosa,Dial_Up,64.0,2014-07-01
1905,2014,3,Jujuy,Dial_Up,2.0,2014-07-01
1906,2014,3,La Pampa,Dial_Up,564.0,2014-07-01
1907,2014,3,La Rioja,Dial_Up,23.0,2014-07-01
1908,2014,3,Mendoza,Dial_Up,1.74,2014-07-01
1909,2014,3,Misiones,Dial_Up,0.0,2014-07-01
1910,2014,3,Neuquén,Dial_Up,2.268,2014-07-01
1911,2014,3,Río Negro,Dial_Up,1.151,2014-07-01
1912,2014,3,Salta,Dial_Up,25.0,2014-07-01
1913,2014,3,San Juan,Dial_Up,748.0,2014-07-01
1914,2014,3,San Luis,Dial_Up,363.0,2014-07-01
1915,2014,3,Santa Cruz,Dial_Up,446.0,2014-07-01
1916,2014,3,Santa Fe,Dial_Up,691.0,2014-07-01
1917,2014,3,Santiago Del Estero,Dial_Up,9.0,2014-07-01
1918,2014,3,Tierra Del Fuego,Dial_Up,755.0,2014-07-01
1919,2014,3,Tucumán,Dial_Up,88.0,2014-07-01
1920,2014,2,Buenos Aires,Dial_Up,14.116,2014-04-01
1921,2014,2,Capital Federal,Dial_Up,10.713,2014-04-01
1922,2014,2,Catamarca,Dial_Up,23.0,2014-04-01
1923,2014,2,Chaco,Dial_Up,36.0,2014-04-01
1924,2014,2,Chubut,Dial_Up,2.016,2014-04-01
1925,2014,2,Córdoba,Dial_Up,205.0,2014-04-01
1926,2014,2,Corrientes,Dial_Up,33.0,2014-04-01
1927,2014,2,Entre Ríos,Dial_Up,115.0,2014-04-01
1928,2014,2,Formosa,Dial_Up,65.0,2014-04-01
1929,2014,2,Jujuy,Dial_Up,2.0,2014-04-01
1930,2014,2,La Pampa,Dial_Up,580.0,2014-04-01
1931,2014,2,La Rioja,Dial_Up,23.0,2014-04-01
1932,2014,2,Mendoza,Dial_Up,1.761,2014-04-01
1933,2014,2,Misiones,Dial_Up,0.0,2014-04-01
1934,2014,2,Neuquén,Dial_Up,2.235,2014-04-01
1935,2014,2,Río Negro,Dial_Up,1.145,2014-04-01
1936,2014,2,Salta,Dial_Up,25.0,2014-04-01
1937,2014,2,San Juan,Dial_Up,755.0,2014-04-01
1938,2014,2,San Luis,Dial_Up,364.0,2014-04-01
1939,2014,2,Santa Cruz,Dial_Up,459.0,2014-04-01
1940,2014,2,Santa Fe,Dial_Up,605.0,2014-04-01
1941,2014,2,Santiago Del Estero,Dial_Up,9.0,2014-04-01
1942,2014,2,Tierra Del Fuego,Dial_Up,766.0,2014-04-01
1943,2014,2,Tucumán,Dial_Up,88.0,2014-04-01
1944,2014,1,Buenos Aires,Dial_Up,14.144,2014-01-01
1945,2014,1,Capital Federal,Dial_Up,10.714,2014-01-01
1946,2014,1,Catamarca,Dial_Up,23.0,2014-01-01
1947,2014,1,Chaco,Dial_Up,36.0,2014-01-01
1948,2014,1,Chubut,Dial_Up,2.016,2014-01-01
1949,2014,1,Córdoba,Dial_Up,205.0,2014-01-01
1950,2014,1,Corrientes,Dial_Up,33.0,2014-01-01
1951,2014,1,Entre Ríos,Dial_Up,115.0,2014-01-01
1952,2014,1,Formosa,Dial_Up,87.0,2014-01-01
1953,2014,1,Jujuy,Dial_Up,2.0,2014-01-01
1954,2014,1,La Pampa,Dial_Up,592.0,2014-01-01
1955,2014,1,La Rioja,Dial_Up,23.0,2014-01-01
1956,2014,1,Mendoza,Dial_Up,1.761,2014-01-01
1957,2014,1,Misiones,Dial_Up,0.0,2014-01-01
1958,2014,1,Neuquén,Dial_Up,2.303,2014-01-01
1959,2014,1,Río Negro,Dial_Up,1.157,2014-01-01
1960,2014,1,Salta,Dial_Up,25.0,2014-01-01
1961,2014,1,San Juan,Dial_Up,755.0,2014-01-01
1962,2014,1,San Luis,Dial_Up,364.0,2014-01-01
1963,2014,1,Santa Cruz,Dial_Up,460.0,2014-01-01
1964,2014,1,Santa Fe,Dial_Up,612.0,2014-01-01
1965,2014,1,Santiago Del Estero,Dial_Up,9.0,2014-01-01
1966,2014,1,Tierra Del Fuego,Dial_Up,766.0,2014-01-01
1967,2014,1,Tucumán,Dial_Up,88.0,2014-01-01
