,Año,Trimestre,Provincia,Mbps_(Media_De_Bajada),Fecha
488,2019,1,Formosa,9.83,2019-01-01
489,2019,1,Jujuy,8.56,2019-01-01
490,2019,1,La Pampa,5.06,2019-01-01
491,2019,1,La Rioja,7.09,2019-01-01
492,2019,1,Mendoza,5.74,2019-01-01
493,2019,1,Misiones,12.51,2019-01-01
494,2019,1,Neuquén,15.88,2019-01-01
495,2019,1,Río Negro,10.49,2019-01-01
496,2019,1,Salta,10.38,2019-01-01
497,2019,1,San Juan,5.84,2019-01-01
498,2019,1,San Luis,8.71,2019-01-01
499,2019,1,Santa Cruz,5.78,2019-01-01
500,2019,1,Santa Fe,12.99,2019-01-01
501,2019,1,Santiago Del Estero,6.42,2019-01-01
502,2019,1,Tierra Del Fuego,6.34,2019-01-01
503,2019,1,Tucumán,16.57,2019-01-01
504,2018,4,Buenos Aires,16.93,2018-10-01
505,2018,4,Capital Federal,22.94,2018-10-01
506,2018,4,Catamarca,8.04,2018-10-01
507,2018,4,Chaco,13.49,2018-10-01
508,2018,4,Chubut,6.09,2018-10-01
509,2018,4,Córdoba,15.81,2018-10-01
510,2018,4,Corrientes,12.14,2018-10-01
511,2018,4,Entre Ríos,11.02,2018-10-01
512,2018,4,Formosa,9.82,2018-10-01
513,2018,4,Jujuy,8.56,2018-10-01
514,2018,4,La Pampa,4.32,2018-10-01
515,2018,4,La Rioja,7.09,2018-10-01
516,2018,4,Mendoza,5.75,2018-10-01
517,2018,4,Misiones,12.5,2018-10-01
518,2018,4,Neuquén,15.89,2018-10-01
519,2018,4,Río Negro,10.49,2018-10-01
520,2018,4,Salta,10.46,2018-10-01
521,2018,4,San Juan,5.72,2018-10-01
522,2018,4,San Luis,8.82,2018-10-01
523,2018,4,Santa Cruz,5.12,2018-10-01
524,2018,4,Santa Fe,13.18,2018-10-01
525,2018,4,Santiago Del Estero,6.31,2018-10-01
526,2018,4,Tierra Del Fuego,7.44,2018-10-01
527,2018,4,Tucumán,16.58,2018-10-01
528,2018,3,Buenos Aires,16.78,2018-07-01
529,2018,3,Capital Federal,21.64,2018-07-01
530,2018,3,Catamarca,7.81,2018-07-01
531,2018,3,Chaco,12.89,2018-07-01
532,2018,3,Chubut,6.08,2018-07-01
533,2018,3,Córdoba,14.82,2018-07-01
534,2018,3,Corrientes,11.49,2018-07-01
535,2018,3,Entre Ríos,10.52,2018-07-01
536,2018,3,Formosa,9.32,2018-07-01
537,2018,3,Jujuy,7.67,2018-07-01
538,2018,3,La Pampa,4.28,2018-07-01
539,2018,3,La Rioja,6.16,2018-07-01
540,2018,3,Mendoza,5.79,2018-07-01
541,2018,3,Misiones,12.49,2018-07-01
542,2018,3,Neuquén,14.67,2018-07-01
543,2018,3,Río Negro,10.06,2018-07-01
544,2018,3,Salta,9.27,2018-07-01
545,2018,3,San Juan,5.74,2018-07-01
546,2018,3,San Luis,8.81,2018-07-01
547,2018,3,Santa Cruz,5.37,2018-07-01
548,2018,3,Santa Fe,12.36,2018-07-01
549,2018,3,Santiago Del Estero,5.78,2018-07-01
550,2018,3,Tierra Del Fuego,5.99,2018-07-01
551,2018,3,Tucumán,15.26,2018-07-01
552,2018,2,Buenos Aires,14.68,2018-04-01
553,2018,2,Capital Federal,18.94,2018-04-01
554,2018,2,Catamarca,7.69,2018-04-01
555,2018,2,Chaco,12.5,2018-04-01
556,2018,2,Chubut,5.33,2018-04-01
557,2018,2,Córdoba,13.88,2018-04-01
558,2018,2,Corrientes,10.88,2018-04-01
559,2018,2,Entre Ríos,10.19,2018-04-01
560,2018,2,Formosa,8.97,2018-04-01
561,2018,2,Jujuy,6.29,2018-04-01
562,2018,2,La Pampa,4.1,2018-04-01
563,2018,2,La Rioja,5.59,2018-04-01
564,2018,2,Mendoza,5.88,2018-04-01
565,2018,2,Misiones,11.76,2018-04-01
566,2018,2,Neuquén,13.37,2018-04-01
567,2018,2,Río Negro,9.51,2018-04-01
568,2018,2,Salta,8.93,2018-04-01
569,2018,2,San Juan,5.85,2018-04-01
570,2018,2,San Luis,5.9,2018-04-01
571,2018,2,Santa Cruz,5.19,2018-04-01
572,2018,2,Santa Fe,11.75,2018-04-01
573,2018,2,Santiago Del Estero,5.91,2018-04-01
574,2018,2,Tierra Del Fuego,5.94,2018-04-01
575,2018,2,Tucumán,13.51,2018-04-01
576,2018,1,Buenos Aires,14.2,2018-01-01
577,2018,1,Capital Federal,17.75,2018-01-01
578,2018,1,Catamarca,8.2,2018-01-01
579,2018,1,Chaco,12.44,2018-01-01
580,2018,1,Chubut,5.42,2018-01-01
581,2018,1,Córdoba,12.79,2018-01-01
582,2018,1,Corrientes,11.12,2018-01-01
583,2018,1,Entre Ríos,9.88,2018-01-01
584,2018,1,Formosa,11.06,2018-01-01
585,2018,1,Jujuy,6.74,2018-01-01
586,2018,1,La Pampa,4.0,2018-01-01
587,2018,1,La Rioja,5.89,2018-01-01
588,2018,1,Mendoza,5.88,2018-01-01
589,2018,1,Misiones,12.08,2018-01-01
590,2018,1,Neuquén,11.96,2018-01-01
591,2018,1,Río Negro,8.98,2018-01-01
592,2018,1,Salta,9.19,2018-01-01
593,2018,1,San Juan,5.85,2018-01-01
594,2018,1,San Luis,5.89,2018-01-01
595,2018,1,Santa Cruz,5.19,2018-01-01
596,2018,1,Santa Fe,11.17,2018-01-01
597,2018,1,Santiago Del Estero,6.25,2018-01-01
598,2018,1,Tierra Del Fuego,5.77,2018-01-01
599,2018,1,Tucumán,9.36,2018-01-01
600,2017,4,Buenos Aires,12.97,2017-10-01
601,2017,4,Capital Federal,15.2,2017-10-01
602,2017,4,Catamarca,7.78,2017-10-01
603,2017,4,Chaco,11.7,2017-10-01
604,2017,4,Chubut,5.41,2017-10-01
605,2017,4,Córdoba,11.64,2017-10-01
606,2017,4,Corrientes,10.38,2017-10-01
607,2017,4,Entre Ríos,9.3,2017-10-01
608,2017,4,Formosa,10.11,2017-10-01
609,2017,4,Jujuy,6.64,2017-10-01
610,2017,4,La Pampa,3.98,2017-10-01
611,2017,4,La Rioja,5.88,2017-10-01
612,2017,4,Mendoza,5.71,2017-10-01
613,2017,4,Misiones,11.32,2017-10-01
614,2017,4,Neuquén,10.72,2017-10-01
615,2017,4,Río Negro,8.05,2017-10-01
616,2017,4,Salta,8.45,2017-10-01
617,2017,4,San Juan,5.83,2017-10-01
618,2017,4,San Luis,5.73,2017-10-01
619,2017,4,Santa Cruz,5.21,2017-10-01
620,2017,4,Santa Fe,10.3,2017-10-01
621,2017,4,Santiago Del Estero,6.17,2017-10-01
622,2017,4,Tierra Del Fuego,5.2,2017-10-01
623,2017,4,Tucumán,9.11,2017-10-01
624,2017,3,Buenos Aires,8.43,2017-07-01
625,2017,3,Capital Federal,10.64,2017-07-01
626,2017,3,Catamarca,5.26,2017-07-01
627,2017,3,Chaco,8.48,2017-07-01
628,2017,3,Chubut,3.48,2017-07-01
629,2017,3,Córdoba,9.12,2017-07-01
630,2017,3,Corrientes,7.45,2017-07-01
631,2017,3,Entre Ríos,6.99,2017-07-01
632,2017,3,Formosa,7.07,2017-07-01
633,2017,3,Jujuy,4.69,2017-07-01
634,2017,3,La Pampa,3.44,2017-07-01
635,2017,3,La Rioja,5.01,2017-07-01
636,2017,3,Mendoza,3.51,2017-07-01
637,2017,3,Misiones,8.43,2017-07-01
638,2017,3,Neuquén,8.17,2017-07-01
639,2017,3,Río Negro,5.49,2017-07-01
640,2017,3,Salta,6.13,2017-07-01
641,2017,3,San Juan,3.45,2017-07-01
642,2017,3,San Luis,3.5,2017-07-01
643,2017,3,Santa Cruz,3.61,2017-07-01
644,2017,3,Santa Fe,7.79,2017-07-01
645,2017,3,Santiago Del Estero,5.18,2017-07-01
646,2017,3,Tierra Del Fuego,3.48,2017-07-01
647,2017,3,Tucumán,6.39,2017-07-01
648,2017,2,Buenos Aires,7.2,2017-04-01
649,2017,2,Capital Federal,8.84,2017-04-01
650,2017,2,Catamarca,5.1,2017-04-01
651,2017,2,Chaco,7.69,2017-04-01
652,2017,2,Chubut,3.45,2017-04-01
653,2017,2,Córdoba,7.42,2017-04-01
654,2017,2,Corrientes,6.79,2017-04-01
655,2017,2,Entre Ríos,6.29,2017-04-01
656,2017,2,Formosa,6.18,2017-04-01
657,2017,2,Jujuy,4.54,2017-04-01
658,2017,2,La Pampa,3.32,2017-04-01
659,2017,2,La Rioja,5.53,2017-04-01
660,2017,2,Mendoza,3.51,2017-04-01
661,2017,2,Misiones,7.6,2017-04-01
662,2017,2,Neuquén,6.7,2017-04-01
663,2017,2,Río Negro,4.74,2017-04-01
664,2017,2,Salta,5.76,2017-04-01
665,2017,2,San Juan,3.49,2017-04-01
666,2017,2,San Luis,3.5,2017-04-01
667,2017,2,Santa Cruz,3.6,2017-04-01
668,2017,2,Santa Fe,6.84,2017-04-01
669,2017,2,Santiago Del Estero,5.06,2017-04-01
670,2017,2,Tierra Del Fuego,3.48,2017-04-01
671,2017,2,Tucumán,6.09,2017-04-01
672,2017,1,Buenos Aires,6.68,2017-01-01
673,2017,1,Capital Federal,8.35,2017-01-01
674,2017,1,Catamarca,4.97,2017-01-01
675,2017,1,Chaco,7.31,2017-01-01
676,2017,1,Chubut,3.44,2017-01-01
677,2017,1,Córdoba,6.8,2017-01-01
678,2017,1,Corrientes,6.43,2017-01-01
679,2017,1,Entre Ríos,5.95,2017-01-01
680,2017,1,Formosa,5.74,2017-01-01
681,2017,1,Jujuy,4.39,2017-01-01
682,2017,1,La Pampa,3.22,2017-01-01
683,2017,1,La Rioja,5.43,2017-01-01
684,2017,1,Mendoza,3.51,2017-01-01
685,2017,1,Misiones,7.34,2017-01-01
686,2017,1,Neuquén,6.03,2017-01-01
687,2017,1,Río Negro,4.45,2017-01-01
688,2017,1,Salta,5.34,2017-01-01
689,2017,1,San Juan,3.49,2017-01-01
690,2017,1,San Luis,3.5,2017-01-01
691,2017,1,Santa Cruz,3.59,2017-01-01
692,2017,1,Santa Fe,6.28,2017-01-01
693,2017,1,Santiago Del Estero,4.95,2017-01-01
694,2017,1,Tierra Del Fuego,3.48,2017-01-01
695,2017,1,Tucumán,5.88,2017-01-01
696,2016,4,Buenos Aires,6.35,2016-10-01
697,2016,4,Capital Federal,7.96,2016-10-01
698,2016,4,Catamarca,4.89,2016-10-01
699,2016,4,Chaco,7.08,2016-10-01
700,2016,4,Chubut,3.41,2016-10-01
701,2016,4,Córdoba,6.47,2016-10-01
702,2016,4,Corrientes,6.24,2016-10-01
703,2016,4,Entre Ríos,5.81,2016-10-01
704,2016,4,Formosa,5.63,2016-10-01
705,2016,4,Jujuy,4.32,2016-10-01
706,2016,4,La Pampa,3.19,2016-10-01
707,2016,4,La Rioja,5.34,2016-10-01
708,2016,4,Mendoza,3.51,2016-10-01
709,2016,4,Misiones,7.11,2016-10-01
710,2016,4,Neuquén,5.68,2016-10-01
711,2016,4,Río Negro,4.37,2016-10-01
712,2016,4,Salta,5.22,2016-10-01
713,2016,4,San Juan,3.49,2016-10-01
714,2016,4,San Luis,3.5,2016-10-01
715,2016,4,Santa Cruz,3.56,2016-10-01
716,2016,4,Santa Fe,6.04,2016-10-01
717,2016,4,Santiago Del Estero,4.87,2016-10-01
718,2016,4,Tierra Del Fuego,3.48,2016-10-01
719,2016,4,Tucumán,5.73,2016-10-01
720,2016,3,Buenos Aires,5.91,2016-07-01
721,2016,3,Capital Federal,7.38,2016-07-01
722,2016,3,Catamarca,4.73,2016-07-01
723,2016,3,Chaco,6.72,2016-07-01
724,2016,3,Chubut,3.34,2016-07-01
725,2016,3,Córdoba,6.07,2016-07-01
726,2016,3,Corrientes,5.96,2016-07-01
727,2016,3,Entre Ríos,5.59,2016-07-01
728,2016,3,Formosa,5.42,2016-07-01
729,2016,3,Jujuy,4.22,2016-07-01
730,2016,3,La Pampa,3.14,2016-07-01
731,2016,3,La Rioja,5.08,2016-07-01
732,2016,3,Mendoza,3.51,2016-07-01
733,2016,3,Misiones,6.74,2016-07-01
734,2016,3,Neuquén,5.29,2016-07-01
735,2016,3,Río Negro,4.16,2016-07-01
736,2016,3,Salta,5.05,2016-07-01
737,2016,3,San Juan,3.49,2016-07-01
738,2016,3,San Luis,3.5,2016-07-01
739,2016,3,Santa Cruz,3.54,2016-07-01
740,2016,3,Santa Fe,5.68,2016-07-01
741,2016,3,Santiago Del Estero,4.67,2016-07-01
742,2016,3,Tierra Del Fuego,3.48,2016-07-01
743,2016,3,Tucumán,5.54,2016-07-01
744,2016,2,Buenos Aires,5.42,2016-04-01
745,2016,2,Capital Federal,6.58,2016-04-01
746,2016,2,Catamarca,4.36,2016-04-01
747,2016,2,Chaco,6.3,2016-04-01
748,2016,2,Chubut,3.34,2016-04-01
749,2016,2,Córdoba,5.52,2016-04-01
750,2016,2,Corrientes,5.6,2016-04-01
751,2016,2,Entre Ríos,5.13,2016-04-01
752,2016,2,Formosa,5.1,2016-04-01
753,2016,2,Jujuy,3.84,2016-04-01
754,2016,2,La Pampa,3.15,2016-04-01
755,2016,2,La Rioja,4.77,2016-04-01
756,2016,2,Mendoza,3.5,2016-04-01
757,2016,2,Misiones,6.23,2016-04-01
758,2016,2,Neuquén,4.87,2016-04-01
759,2016,2,Río Negro,3.98,2016-04-01
760,2016,2,Salta,4.75,2016-04-01
761,2016,2,San Juan,3.49,2016-04-01
762,2016,2,San Luis,3.5,2016-04-01
763,2016,2,Santa Cruz,3.5,2016-04-01
764,2016,2,Santa Fe,5.14,2016-04-01
765,2016,2,Santiago Del Estero,4.31,2016-04-01
766,2016,2,Tierra Del Fuego,3.48,2016-04-01
767,2016,2,Tucumán,5.2,2016-04-01
768,2016,1,Buenos Aires,4.99,2016-01-01
769,2016,1,Capital Federal,6.05,2016-01-01
770,2016,1,Catamarca,4.2,2016-01-01
771,2016,1,Chaco,5.99,2016-01-01
772,2016,1,Chubut,3.38,2016-01-01
773,2016,1,Córdoba,5.16,2016-01-01
774,2016,1,Corrientes,5.37,2016-01-01
775,2016,1,Entre Ríos,5.08,2016-01-01
776,2016,1,Formosa,4.87,2016-01-01
777,2016,1,Jujuy,3.77,2016-01-01
778,2016,1,La Pampa,3.05,2016-01-01
779,2016,1,La Rioja,4.62,2016-01-01
780,2016,1,Mendoza,3.5,2016-01-01
781,2016,1,Misiones,6.0,2016-01-01
782,2016,1,Neuquén,4.42,2016-01-01
783,2016,1,Río Negro,3.83,2016-01-01
784,2016,1,Salta,4.74,2016-01-01
785,2016,1,San Juan,3.49,2016-01-01
786,2016,1,San Luis,3.5,2016-01-01
787,2016,1,Santa Cruz,3.48,2016-01-01
788,2016,1,Santa Fe,4.9,2016-01-01
789,2016,1,Santiago Del Estero,4.17,2016-01-01
790,2016,1,Tierra Del Fuego,3.48,2016-01-01
791,2016,1,Tucumán,5.0,2016-01-01
792,2015,4,Buenos Aires,4.88,2015-10-01
793,2015,4,Capital Federal,5.93,2015-10-01
794,2015,4,Catamarca,4.12,2015-10-01
795,2015,4,Chaco,5.83,2015-10-01
796,2015,4,Chubut,3.28,2015-10-01
797,2015,4,Córdoba,5.07,2015-10-01
798,2015,4,Corrientes,5.26,2015-10-01
799,2015,4,Entre Ríos,5.01,2015-10-01
800,2015,4,Formosa,4.66,2015-10-01
801,2015,4,Jujuy,3.72,2015-10-01
802,2015,4,La Pampa,2.94,2015-10-01
803,2015,4,La Rioja,4.52,2015-10-01
804,2015,4,Mendoza,3.5,2015-10-01
805,2015,4,Misiones,5.9,2015-10-01
806,2015,4,Neuquén,4.36,2015-10-01
807,2015,4,Río Negro,3.77,2015-10-01
808,2015,4,Salta,4.67,2015-10-01
809,2015,4,San Juan,3.48,2015-10-01
810,2015,4,San Luis,3.5,2015-10-01
811,2015,4,Santa Cruz,3.48,2015-10-01
812,2015,4,Santa Fe,4.81,2015-10-01
813,2015,4,Santiago Del Estero,4.09,2015-10-01
814,2015,4,Tierra Del Fuego,3.47,2015-10-01
815,2015,4,Tucumán,4.88,2015-10-01
816,2015,3,Buenos Aires,4.7,2015-07-01
817,2015,3,Capital Federal,5.66,2015-07-01
818,2015,3,Catamarca,3.88,2015-07-01
819,2015,3,Chaco,5.47,2015-07-01
820,2015,3,Chubut,3.28,2015-07-01
821,2015,3,Córdoba,4.87,2015-07-01
822,2015,3,Corrientes,5.06,2015-07-01
823,2015,3,Entre Ríos,4.77,2015-07-01
824,2015,3,Formosa,4.17,2015-07-01
825,2015,3,Jujuy,3.53,2015-07-01
826,2015,3,La Pampa,2.91,2015-07-01
827,2015,3,La Rioja,4.25,2015-07-01
828,2015,3,Mendoza,3.5,2015-07-01
829,2015,3,Misiones,5.63,2015-07-01
830,2015,3,Neuquén,4.23,2015-07-01
831,2015,3,Río Negro,3.74,2015-07-01
832,2015,3,Salta,4.42,2015-07-01
833,2015,3,San Juan,3.48,2015-07-01
834,2015,3,San Luis,3.5,2015-07-01
835,2015,3,Santa Cruz,3.48,2015-07-01
836,2015,3,Santa Fe,4.56,2015-07-01
837,2015,3,Santiago Del Estero,3.91,2015-07-01
838,2015,3,Tierra Del Fuego,3.48,2015-07-01
839,2015,3,Tucumán,4.57,2015-07-01
840,2015,2,Buenos Aires,4.46,2015-04-01
841,2015,2,Capital Federal,5.31,2015-04-01
842,2015,2,Catamarca,3.68,2015-04-01
843,2015,2,Chaco,5.19,2015-04-01
844,2015,2,Chubut,3.22,2015-04-01
845,2015,2,Córdoba,4.56,2015-04-01
846,2015,2,Corrientes,4.85,2015-04-01
847,2015,2,Entre Ríos,4.55,2015-04-01
848,2015,2,Formosa,3.76,2015-04-01
849,2015,2,Jujuy,3.41,2015-04-01
850,2015,2,La Pampa,2.86,2015-04-01
851,2015,2,La Rioja,4.0,2015-04-01
852,2015,2,Mendoza,3.5,2015-04-01
853,2015,2,Misiones,5.33,2015-04-01
854,2015,2,Neuquén,4.06,2015-04-01
855,2015,2,Río Negro,3.67,2015-04-01
856,2015,2,Salta,4.22,2015-04-01
857,2015,2,San Juan,3.48,2015-04-01
858,2015,2,San Luis,3.5,2015-04-01
859,2015,2,Santa Cruz,3.47,2015-04-01
860,2015,2,Santa Fe,4.3,2015-04-01
861,2015,2,Santiago Del Estero,3.73,2015-04-01
862,2015,2,Tierra Del Fuego,3.48,2015-04-01
863,2015,2,Tucumán,4.31,2015-04-01
864,2015,1,Buenos Aires,4.32,2015-01-01
865,2015,1,Capital Federal,5.0,2015-01-01
866,2015,1,Catamarca,3.48,2015-01-01
867,2015,1,Chaco,4.9,2015-01-01
868,2015,1,Chubut,3.21,2015-01-01
869,2015,1,Córdoba,4.3,2015-01-01
870,2015,1,Corrientes,4.63,2015-01-01
871,2015,1,Entre Ríos,4.35,2015-01-01
872,2015,1,Formosa,3.38,2015-01-01
873,2015,1,Jujuy,3.24,2015-01-01
874,2015,1,La Pampa,2.83,2015-01-01
875,2015,1,La Rioja,3.78,2015-01-01
876,2015,1,Mendoza,3.5,2015-01-01
877,2015,1,Misiones,4.97,2015-01-01
878,2015,1,Neuquén,3.91,2015-01-01
879,2015,1,Río Negro,3.59,2015-01-01
880,2015,1,Salta,4.02,2015-01-01
881,2015,1,San Juan,3.48,2015-01-01
882,2015,1,San Luis,3.5,2015-01-01
883,2015,1,Santa Cruz,3.47,2015-01-01
884,2015,1,Santa Fe,4.06,2015-01-01
885,2015,1,Santiago Del Estero,3.57,2015-01-01
886,2015,1,Tierra Del Fuego,3.45,2015-01-01
887,2015,1,Tucumán,4.07,2015-01-01
888,2014,4,Buenos Aires,4.2,2014-10-01
889,2014,4,Capital Federal,4.78,2014-10-01
890,2014,4,Catamarca,3.34,2014-10-01
891,2014,4,Chaco,3.98,2014-10-01
892,2014,4,Chubut,3.17,2014-10-01
893,2014,4,Córdoba,4.09,2014-10-01
894,2014,4,Corrientes,3.81,2014-10-01
895,2014,4,Entre Ríos,3.8,2014-10-01
896,2014,4,Formosa,3.02,2014-10-01
897,2014,4,Jujuy,3.13,2014-10-01
898,2014,4,La Pampa,2.75,2014-10-01
899,2014,4,La Rioja,3.58,2014-10-01
900,2014,4,Mendoza,3.5,2014-10-01
901,2014,4,Misiones,4.03,2014-10-01
902,2014,4,Neuquén,3.85,2014-10-01
903,2014,4,Río Negro,3.54,2014-10-01
904,2014,4,Salta,3.86,2014-10-01
905,2014,4,San Juan,3.48,2014-10-01
906,2014,4,San Luis,3.5,2014-10-01
907,2014,4,Santa Cruz,3.33,2014-10-01
908,2014,4,Santa Fe,3.78,2014-10-01
909,2014,4,Santiago Del Estero,3.46,2014-10-01
910,2014,4,Tierra Del Fuego,3.47,2014-10-01
911,2014,4,Tucumán,3.86,2014-10-01
912,2014,3,Buenos Aires,3.97,2014-07-01
913,2014,3,Capital Federal,4.44,2014-07-01
914,2014,3,Catamarca,2.92,2014-07-01
915,2014,3,Chaco,3.46,2014-07-01
916,2014,3,Chubut,3.17,2014-07-01
917,2014,3,Córdoba,3.66,2014-07-01
918,2014,3,Corrientes,3.41,2014-07-01
919,2014,3,Entre Ríos,3.4,2014-07-01
920,2014,3,Formosa,2.66,2014-07-01
921,2014,3,Jujuy,2.93,2014-07-01
922,2014,3,La Pampa,2.82,2014-07-01
923,2014,3,La Rioja,3.1,2014-07-01
924,2014,3,Mendoza,3.5,2014-07-01
925,2014,3,Misiones,3.58,2014-07-01
926,2014,3,Neuquén,3.74,2014-07-01
927,2014,3,Río Negro,3.48,2014-07-01
928,2014,3,Salta,3.41,2014-07-01
929,2014,3,San Juan,3.47,2014-07-01
930,2014,3,San Luis,3.5,2014-07-01
931,2014,3,Santa Cruz,3.31,2014-07-01
932,2014,3,Santa Fe,3.38,2014-07-01
933,2014,3,Santiago Del Estero,3.1,2014-07-01
934,2014,3,Tierra Del Fuego,3.47,2014-07-01
935,2014,3,Tucumán,3.35,2014-07-01
936,2014,2,Buenos Aires,3.85,2014-04-01
937,2014,2,Capital Federal,4.25,2014-04-01
938,2014,2,Catamarca,2.92,2014-04-01
939,2014,2,Chaco,3.42,2014-04-01
940,2014,2,Chubut,3.16,2014-04-01
941,2014,2,Córdoba,3.56,2014-04-01
942,2014,2,Corrientes,3.37,2014-04-01
943,2014,2,Entre Ríos,3.31,2014-04-01
944,2014,2,Formosa,2.65,2014-04-01
945,2014,2,Jujuy,2.77,2014-04-01
946,2014,2,La Pampa,2.68,2014-04-01
947,2014,2,La Rioja,3.1,2014-04-01
948,2014,2,Mendoza,3.5,2014-04-01
949,2014,2,Misiones,3.54,2014-04-01
950,2014,2,Neuquén,3.66,2014-04-01
951,2014,2,Río Negro,3.43,2014-04-01
952,2014,2,Salta,3.39,2014-04-01
953,2014,2,San Juan,3.47,2014-04-01
954,2014,2,San Luis,3.5,2014-04-01
955,2014,2,Santa Cruz,3.32,2014-04-01
956,2014,2,Santa Fe,3.31,2014-04-01
957,2014,2,Santiago Del Estero,3.07,2014-04-01
958,2014,2,Tierra Del Fuego,3.47,2014-04-01
959,2014,2,Tucumán,3.35,2014-04-01
960,2014,1,Buenos Aires,3.73,2014-01-01
961,2014,1,Capital Federal,4.02,2014-01-01
962,2014,1,Catamarca,2.8,2014-01-01
963,2014,1,Chaco,3.26,2014-01-01
964,2014,1,Chubut,3.18,2014-01-01
965,2014,1,Córdoba,3.39,2014-01-01
966,2014,1,Corrientes,3.22,2014-01-01
967,2014,1,Entre Ríos,3.17,2014-01-01
968,2014,1,Formosa,2.57,2014-01-01
969,2014,1,Jujuy,2.69,2014-01-01
970,2014,1,La Pampa,2.65,2014-01-01
971,2014,1,La Rioja,2.96,2014-01-01
972,2014,1,Mendoza,3.5,2014-01-01
973,2014,1,Misiones,3.4,2014-01-01
974,2014,1,Neuquén,3.55,2014-01-01
975,2014,1,Río Negro,3.35,2014-01-01
976,2014,1,Salta,3.3,2014-01-01
977,2014,1,San Juan,3.47,2014-01-01
978,2014,1,San Luis,3.5,2014-01-01
979,2014,1,Santa Cruz,3.32,2014-01-01
980,2014,1,Santa Fe,3.15,2014-01-01
981,2014,1,Santiago Del Estero,2.95,2014-01-01
982,2014,1,Tierra Del Fuego,3.45,2014-01-01
983,2014,1,Tucumán,3.21,2014-01-01
